id,title,long_id,short_id,pub_year,citation_message
17,Network Embedding for Graphs with Node Contents,OlLjVUcAAAAJ:uWQEDVKXjbEC,uWQEDVKXjbEC,2022,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:uWQEDVKXjbEC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Fyangchengbupt%2Fyangchengbupt.github.io%2Fgoogle-scholar-stats-2022/selected_pubs%2FuWQEDVKXjbEC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
18,Network Embedding for Information Diffusion Prediction,OlLjVUcAAAAJ:dshw04ExmUIC,dshw04ExmUIC,2022,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:dshw04ExmUIC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Fyangchengbupt%2Fyangchengbupt.github.io%2Fgoogle-scholar-stats-2022/selected_pubs%2Fdshw04ExmUIC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
19,Network Embedding for Heterogeneous Graphs,OlLjVUcAAAAJ:KxtntwgDAa4C,KxtntwgDAa4C,2022,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:KxtntwgDAa4C'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Fyangchengbupt%2Fyangchengbupt.github.io%2Fgoogle-scholar-stats-2022/selected_pubs%2FKxtntwgDAa4C.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
20,Network Embedding for Social Relation Extraction,OlLjVUcAAAAJ:nb7KW1ujOQ8C,nb7KW1ujOQ8C,2022,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:nb7KW1ujOQ8C'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Fyangchengbupt%2Fyangchengbupt.github.io%2Fgoogle-scholar-stats-2022/selected_pubs%2Fnb7KW1ujOQ8C.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
21,Revisiting Attributed Network Embedding: A GCN-Based Perspective,OlLjVUcAAAAJ:P5F9QuxV20EC,P5F9QuxV20EC,2022,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:P5F9QuxV20EC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Fyangchengbupt%2Fyangchengbupt.github.io%2Fgoogle-scholar-stats-2022/selected_pubs%2FP5F9QuxV20EC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
22,Network Embedding for Recommendation Systems on LBSNs,OlLjVUcAAAAJ:1sJd4Hv_s6UC,1sJd4Hv_s6UC,2022,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:1sJd4Hv_s6UC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Fyangchengbupt%2Fyangchengbupt.github.io%2Fgoogle-scholar-stats-2022/selected_pubs%2F1sJd4Hv_s6UC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
23,Network Embedding for Graphs with Node Labels,OlLjVUcAAAAJ:xtRiw3GOFMkC,xtRiw3GOFMkC,2022,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:xtRiw3GOFMkC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Fyangchengbupt%2Fyangchengbupt.github.io%2Fgoogle-scholar-stats-2022/selected_pubs%2FxtRiw3GOFMkC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
24,Network Embedding for Graphs with Node Attributes,OlLjVUcAAAAJ:NhqRSupF_l8C,NhqRSupF_l8C,2022,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:NhqRSupF_l8C'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Fyangchengbupt%2Fyangchengbupt.github.io%2Fgoogle-scholar-stats-2022/selected_pubs%2FNhqRSupF_l8C.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
25,Network Embedding for General Graphs,OlLjVUcAAAAJ:abG-DnoFyZgC,abG-DnoFyZgC,2022,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:abG-DnoFyZgC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Fyangchengbupt%2Fyangchengbupt.github.io%2Fgoogle-scholar-stats-2022/selected_pubs%2FabG-DnoFyZgC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
26,Future Directions of Network Embedding,OlLjVUcAAAAJ:b0M2c_1WBrUC,b0M2c_1WBrUC,2022,"<a href='https://scholar.google.com/citations?view_op=view_citation&hl=zh-CN&user=OlLjVUcAAAAJ&citation_for_view=OlLjVUcAAAAJ:b0M2c_1WBrUC'><img src=""https://img.shields.io/endpoint?url=https%3A%2F%2Fraw.githubusercontent.com%2Fyangchengbupt%2Fyangchengbupt.github.io%2Fgoogle-scholar-stats-2022/selected_pubs%2Fb0M2c_1WBrUC.json&logo=Google%20Scholar&labelColor=f6f6f6&color=9cf&style=flat&label=citations""></a>."
